,lr_rate_list,train_loss_list,valid_loss_list,dice_score_list
0,[0.005],0.8210440299162463,0.5706646895148063,0.49461445224578265
1,[0.005],0.5425427213685403,0.4858068936183804,0.5610150799073809
2,[0.005],0.49506258139361586,0.48684380614692396,0.559664990244016
3,[0.005],0.46763890716849954,0.4687626355332755,0.5781678348942533
4,[0.005],0.45416224367451224,0.40231769397610523,0.6402904767482007
5,[0.005],0.413182696563846,0.8322223363026895,0.3425132458001538
6,[0.005],0.42883650211081226,0.4740530827332064,0.5783890643732144
7,[0.005],0.39781557573323395,0.4452703326451974,0.608661981391125
8,[0.001],0.34919653613185087,0.33755900006476647,0.6986649679681642
9,[0.001],0.33306102745393285,0.32669691529756034,0.7053705857751148
10,[0.001],0.32244110512334306,0.3265480347018424,0.7086154535168507
11,[0.001],0.31183762636325935,0.3411671101558404,0.6931775016048567
12,[0.001],0.2953217632142636,0.32031366571051173,0.7155485081542385
13,[0.001],0.3077716023132867,0.3112551151403313,0.7191812293451341
14,[0.001],0.29145966050936495,0.3133946633566924,0.7230189001299644
15,[0.001],0.2832132098333957,0.3227100633695477,0.7104831043162633
16,[0.001],0.2790708068448808,0.29441347913663896,0.7326096472192983
17,[0.001],0.2780611326022065,0.323438978911749,0.7116176487643862
18,[0.001],0.27467030933497416,0.2943576602010779,0.7363735030257637
19,[0.001],0.2711211761695987,0.27129945167101144,0.7543226338800837
20,[0.001],0.2675324135531323,0.2937530380943434,0.7402267416969674
21,[0.001],0.2639465785110987,0.28749299147089974,0.7411187024064403
22,[0.001],0.25663568460396313,0.272159986238662,0.7553659703562169
23,[0.0002],0.23526378516143778,0.26277848899038764,0.7635594622684958
24,[0.0002],0.23849324341827413,0.2600263940994857,0.7678688810171326
25,[0.0002],0.23548557853514504,0.25392480894841785,0.7677865148893471
26,[0.0002],0.23005749272747494,0.2697082866247886,0.7548931384347176
27,[0.0002],0.2306389483189629,0.25297975084169316,0.7718974241142065
28,[0.0002],0.22318043097786494,0.2531614027550963,0.7748069551473107
29,[0.0002],0.22275659351754173,0.24175977975618643,0.7823986814973133
30,[0.0002],0.22303174089709943,0.25362500507649177,0.7720285263217863
31,[0.0002],0.2269245501360583,0.24890221321517653,0.7776141821360979
32,[0.0002],0.21946988985450974,0.24831592784227569,0.7767759086004372
33,[4e-05],0.2197758650403597,0.25085830476766074,0.7734452919230435
34,[4e-05],0.21348584726865416,0.24968364256652978,0.7765843076784102
35,[4e-05],0.2191402225899681,0.23571910444504576,0.7881828256643535
36,[4e-05],0.21331524029518048,0.23506128771708962,0.7887590296281491
37,[4e-05],0.21856246761022963,0.2583914367390461,0.7721873456663121
38,[4e-05],0.2145602648594421,0.24730664410226333,0.7750050865235876
39,[4e-05],0.21589795318213265,0.2515587835201149,0.7728028072685492
40,[8.000000000000001e-06],0.2103053678525162,0.2412393235606574,0.7827227881045941
41,[8.000000000000001e-06],0.21519793484645433,0.25728388627370197,0.76520112466291
42,[8.000000000000001e-06],0.21395287623884443,0.24482726228367435,0.7797022882055064
43,[8.000000000000001e-06],0.21296486197098255,0.24348845035651995,0.7782599072638756
44,[8.000000000000001e-06],0.21358062632991204,0.24952703543373797,0.7747929252561976
45,[1.6000000000000004e-06],0.21532177249616144,0.23678742821425036,0.7859483755351416
46,[1.6000000000000004e-06],0.20876679718686317,0.2544794549218944,0.7703400788411416
47,[1.6000000000000004e-06],0.21565189525840056,0.24763154397245313,0.7796352593625178
48,[1.6000000000000004e-06],0.21314441248131658,0.24836972103418548,0.7781322826453245
49,[1.6000000000000004e-06],0.21768412922784275,0.24255872953459212,0.7813286419774665
50,[3.200000000000001e-07],0.21695349645169412,0.24163900706611696,0.7805442875200282
51,[3.200000000000001e-07],0.21400514632674547,0.25022087005969607,0.7767589724129015
52,[3.200000000000001e-07],0.2072191638902012,0.25208791235431294,0.7708319875060535
53,[3.200000000000001e-07],0.21274949858745912,0.23431082485152072,0.7875839279649036
54,[3.200000000000001e-07],0.21464028722304954,0.23677683796713261,0.7861330219305278
55,[3.200000000000001e-07],0.20989338810875274,0.24456527878026493,0.7801506219665861
56,[3.200000000000001e-07],0.21295464198127226,0.24295281508906943,0.7805093337929314
57,[6.400000000000003e-08],0.21076080452528448,0.2389985602247259,0.785267038423507
58,[6.400000000000003e-08],0.21496832679719674,0.24212407194525817,0.7814475382612052
59,[6.400000000000003e-08],0.21647173677692855,0.24605196706258534,0.77839979382812
60,[6.400000000000003e-08],0.21152102043378454,0.2483554302506108,0.7767226998923255
61,[6.400000000000003e-08],0.21840812792642916,0.24130513987254576,0.7799684310871395
62,[1.2800000000000007e-08],0.21652693757685398,0.24966541551501373,0.7745280229980177
63,[1.2800000000000007e-08],0.20973387007473826,0.2601982004166952,0.7665051449843443
64,[1.2800000000000007e-08],0.21487793286078527,0.24244378523422722,0.7795740649348399
65,[1.2800000000000007e-08],0.21402123643364818,0.2507544888661859,0.7744953202419593
66,[1.2800000000000007e-08],0.2142324556631959,0.2501288150829044,0.7754744848266977
67,[2.5600000000000015e-09],0.21085594668360733,0.24968023598194122,0.7724172437125868
68,[2.5600000000000015e-09],0.21252113346583754,0.24391087205683598,0.7798869339494757
69,[2.5600000000000015e-09],0.21509447371430038,0.24718974025848786,0.7757291347602677
70,[2.5600000000000015e-09],0.2133035469423627,0.24848571126578284,0.7778422034503333
71,[2.5600000000000015e-09],0.21646053449077446,0.2417575796770919,0.7817433544846831
72,[2.5600000000000015e-09],0.21498732204523227,0.2464890269145288,0.7787752708450693
73,[2.5600000000000015e-09],0.21536213006039856,0.24429707391991642,0.7810068723282527
74,[2.5600000000000015e-09],0.2146398493611114,0.24481297622287207,0.7797652688182768
75,[2.5600000000000015e-09],0.21054585071739962,0.23907182467439786,0.7836500054500142
76,[2.5600000000000015e-09],0.21372905995334568,0.23615472938845067,0.7889653411719317
77,[2.5600000000000015e-09],0.21150703258999531,0.24682452085891057,0.7790579874007428
78,[2.5600000000000015e-09],0.2156863233118923,0.2504452674603853,0.77481072098831
79,[2.5600000000000015e-09],0.21318228016034757,0.25912589144185594,0.7683839514607289
80,[2.5600000000000015e-09],0.21270169570072958,0.23688017426292754,0.7870243735652153
81,[2.5600000000000015e-09],0.214079961305423,0.24381579971704326,0.7800332679123175
82,[2.5600000000000015e-09],0.21400346121938477,0.24664717684678042,0.7786247512030471
83,[2.5600000000000015e-09],0.21027071362376903,0.23286447091832188,0.7883253996489478
84,[2.5600000000000015e-09],0.20897103716539553,0.2429315904613401,0.7827797548367026
85,[2.5600000000000015e-09],0.21614255649154598,0.25325697823300386,0.7721410608682476
86,[2.5600000000000015e-09],0.2126016479035922,0.251026822732446,0.7746534575530089
87,[2.5600000000000015e-09],0.212244316906754,0.2509050902610268,0.7742470890446439
88,[2.5600000000000015e-09],0.21582243606419388,0.24330115440439004,0.7797071800205877
89,[2.5600000000000015e-09],0.212885781652453,0.2534127732932242,0.7719880922244546
90,[2.5600000000000015e-09],0.20972267956174886,0.2356834822828001,0.7869202211254933
91,[2.5600000000000015e-09],0.2152514583014398,0.2369272747163564,0.7861081788448688
92,[2.5600000000000015e-09],0.21599239725031855,0.25145430081203335,0.7728822452774464
93,[2.5600000000000015e-09],0.21582923028366227,0.2389226344928064,0.7834363198671185
94,[2.5600000000000015e-09],0.2130710046980662,0.250708341761365,0.7736531548161324
95,[2.5600000000000015e-09],0.21296868616737863,0.2495546616980287,0.7749555928459584
96,[2.5600000000000015e-09],0.2149592238284662,0.2518478458533522,0.7744010572876435
97,[2.5600000000000015e-09],0.21851593543849143,0.2520051241898146,0.775593188291039
98,[2.5600000000000015e-09],0.21419361156950592,0.2568525378821326,0.7697864966314347
99,[2.5600000000000015e-09],0.21534465947077494,0.2426714599946809,0.7799981148516546
100,[2.5600000000000015e-09],0.21533501359315665,0.24258200547408537,0.7822973842177886
101,[2.5600000000000015e-09],0.2119350104814027,0.24597062642782763,0.7773489613350624
102,[2.5600000000000015e-09],0.21405757837961814,0.23758237487305708,0.7842907928378204
103,[2.5600000000000015e-09],0.21294508430164089,0.2375643590434653,0.7843478168946146
104,[2.5600000000000015e-09],0.2145221275202474,0.23496291041374207,0.7887358176903646
105,[2.5600000000000015e-09],0.21410502004991863,0.24499081604467715,0.7807606869056577
106,[2.5600000000000015e-09],0.21628267520946298,0.2365994746567773,0.7850394822209259
107,[2.5600000000000015e-09],0.21566754974861416,0.24522069389702844,0.7798437700896966
108,[2.5600000000000015e-09],0.21221724806949543,0.2478128558462435,0.77740112810187
109,[2.5600000000000015e-09],0.2139323210416881,0.2375454518312965,0.7864565940502563
110,[2.5600000000000015e-09],0.21228234622452385,0.2410317093459635,0.7811212441960319
111,[2.5600000000000015e-09],0.2125912810515682,0.25337256124762236,0.771792310508874
112,[2.5600000000000015e-09],0.21205697818410374,0.2479582223735872,0.7753725755410116
113,[2.5600000000000015e-09],0.21051597077080456,0.24152323660629044,0.7858770330095551
114,[2.5600000000000015e-09],0.21277756241545398,0.2351636007998159,0.787855980174789
115,[2.5600000000000015e-09],0.21339855509578068,0.25370447296913856,0.7723139009840502
116,[2.5600000000000015e-09],0.21374673148316103,0.2537943388594956,0.7734111443243391
117,[2.5600000000000015e-09],0.2149119611256213,0.24676586337428275,0.777628495393555
118,[2.5600000000000015e-09],0.21217829677955766,0.23781866103899282,0.7840902114826473
119,[2.5600000000000015e-09],0.21654916949527,0.25497851231710505,0.7721455201425188
120,[2.5600000000000015e-09],0.2083186729255217,0.2392175989887102,0.7864158505299053
121,[2.5600000000000015e-09],0.21398610472487237,0.247952211261447,0.7773571061632021
122,[2.5600000000000015e-09],0.2133484082266506,0.2467216808613532,0.7763082339463989
123,[2.5600000000000015e-09],0.21561862080233832,0.26844930225382735,0.7599421215187656
124,[2.5600000000000015e-09],0.21195937805381498,0.24880413922781502,0.7751268083280553
125,[2.5600000000000015e-09],0.21546233598447506,0.24425027767817178,0.7794694034128241
126,[2.5600000000000015e-09],0.2153868184539478,0.24810530351159352,0.7755069973690262
127,[2.5600000000000015e-09],0.212440915784756,0.2426082691371115,0.7799437026508519
128,[2.5600000000000015e-09],0.21279307555093047,0.25715843950464423,0.7659507029043521
129,[2.5600000000000015e-09],0.20878699517833443,0.25311626054224423,0.7747132445945114
130,[2.5600000000000015e-09],0.21131522206053455,0.23723069036918912,0.7828072654744966
131,[2.5600000000000015e-09],0.21490852562596702,0.24986474167128078,0.7747358207494184
132,[2.5600000000000015e-09],0.21240890553821998,0.24537466515283116,0.7785697880664159
133,[2.5600000000000015e-09],0.21135846415567,0.2505545800175172,0.7773047535797286
134,[2.5600000000000015e-09],0.2150213961937469,0.2502667144185207,0.7785888327275469
135,[2.5600000000000015e-09],0.21423927697917375,0.24094848448787232,0.7828026348775853
136,[2.5600000000000015e-09],0.2172041666254411,0.2491120735152823,0.77713219683027
137,[2.5600000000000015e-09],0.21314677730423362,0.24271497936522374,0.7812031641032526
138,[2.5600000000000015e-09],0.21368620979808947,0.2515964997433574,0.7716378996281025
139,[2.5600000000000015e-09],0.214200960384671,0.25332238016232766,0.7735892915334858
140,[2.5600000000000015e-09],0.21239575828111948,0.24364222553584094,0.7823842982125413
141,[2.5600000000000015e-09],0.21368828834216208,0.24803147045640997,0.7773192352284499
142,[2.5600000000000015e-09],0.21199226325662077,0.2448531898970161,0.7773552865929942
143,[2.5600000000000015e-09],0.21292227233177757,0.23997274537881216,0.7826579509537077
144,[2.5600000000000015e-09],0.21773518548039414,0.24800620557831937,0.777314138542759
145,[2.5600000000000015e-09],0.21419039715971397,0.24403859943640036,0.7777914111731482
146,[2.5600000000000015e-09],0.21562769310518917,0.24247401586321535,0.7837614426847364
147,[2.5600000000000015e-09],0.21457703454757,0.2513913400674778,0.7725635613900065
148,[2.5600000000000015e-09],0.2118312016618843,0.23952962767556718,0.7836882117016067
149,[2.5600000000000015e-09],0.21331793566864687,0.23690242071946463,0.7862876240021545
150,[2.5600000000000015e-09],0.21540182053620632,0.23584995422858357,0.7881409773409692
151,[2.5600000000000015e-09],0.21299611520398762,0.2490523750664758,0.7761346000791247
152,[2.5600000000000015e-09],0.21698919972986538,0.24660588100633987,0.7780005664773326
153,[2.5600000000000015e-09],0.21201218949620063,0.2409128123293809,0.7807349181566082
154,[2.5600000000000015e-09],0.2152153915424003,0.25841947258170184,0.7673762947158084
155,[2.5600000000000015e-09],0.21577101301087614,0.2536425893423987,0.7721617967704606
156,[2.5600000000000015e-09],0.21476188190737158,0.2464294055771958,0.7794528040078168
157,[2.5600000000000015e-09],0.21404063931911588,0.25374516103762745,0.773252293711803
158,[2.5600000000000015e-09],0.21361415818362411,0.24687103861993778,0.7771456726913244
159,[2.5600000000000015e-09],0.20934856410035763,0.2502882020558164,0.773729742550459
160,[2.5600000000000015e-09],0.21268793501089406,0.23997387998416775,0.783329783567314
161,[2.5600000000000015e-09],0.20857059592902852,0.24341956342830032,0.7793830242313322
162,[2.5600000000000015e-09],0.2152451117500826,0.24749002813315782,0.7781465669147304
163,[2.5600000000000015e-09],0.21265615360704607,0.2461585147621853,0.7784540959394695
164,[2.5600000000000015e-09],0.21223821940532595,0.25081531687186714,0.7758048802125649
165,[2.5600000000000015e-09],0.21438472048743495,0.2488934061403483,0.7777239286183008
166,[2.5600000000000015e-09],0.21503691677500644,0.25018122930670045,0.7728554772548988
167,[2.5600000000000015e-09],0.2164970921917416,0.2494012966670625,0.7756622117725226
168,[2.5600000000000015e-09],0.21511025850571744,0.24245481583915773,0.7819024562184277
169,[2.5600000000000015e-09],0.21493483754564544,0.24166499200414437,0.784244446155152
170,[2.5600000000000015e-09],0.21750967911728258,0.24253399499127123,0.7808326267805256
171,[2.5600000000000015e-09],0.21470239783438727,0.2519403494935218,0.7751470897041384
172,[2.5600000000000015e-09],0.2100405700346461,0.2453614311302946,0.7792671332593823
173,[2.5600000000000015e-09],0.21174833040351032,0.25149589280287427,0.7729802502960456
174,[2.5600000000000015e-09],0.21400946593637707,0.24873466716438045,0.7785210179500892
175,[2.5600000000000015e-09],0.2105093398020487,0.25459148657452213,0.7727954599375282
176,[2.5600000000000015e-09],0.2160181204541913,0.2448756174474466,0.7780790755657551
177,[2.5600000000000015e-09],0.21350110310243164,0.2474901121659357,0.778044973240524
178,[2.5600000000000015e-09],0.21580446764337424,0.2443546084432654,0.780605384560882
179,[2.5600000000000015e-09],0.21114054717560085,0.24394842184306495,0.7782641330051944
180,[2.5600000000000015e-09],0.20935306427022832,0.25339220244376387,0.7710756183973427
181,[2.5600000000000015e-09],0.2143216836437132,0.24478621064313774,0.7765139338097286
182,[2.5600000000000015e-09],0.2129153025511074,0.24763498736209558,0.7767462398185104
183,[2.5600000000000015e-09],0.21166462087086224,0.2385561836710393,0.7830910878103288
184,[2.5600000000000015e-09],0.2098407858583287,0.2530052490084549,0.7713379993464777
185,[2.5600000000000015e-09],0.21313363150558545,0.24707844177556168,0.7770157788620621
186,[2.5600000000000015e-09],0.21531645194684315,0.23984016608345052,0.7827011620412108
187,[2.5600000000000015e-09],0.21078385188168122,0.24531376785267897,0.7792193267514796
188,[2.5600000000000015e-09],0.2164057135697111,0.24422834463458243,0.781049792883826
189,[2.5600000000000015e-09],0.21013231637857072,0.23758901533533316,0.7846792561760365
190,[2.5600000000000015e-09],0.21307650592276456,0.23771315283788358,0.7853294356924588
191,[2.5600000000000015e-09],0.2115604755038687,0.23913908884173535,0.782387806743872
192,[2.5600000000000015e-09],0.21603288557632308,0.24892879859671566,0.7762642483242223
193,[2.5600000000000015e-09],0.21319444267425858,0.24452431882665457,0.7789484949711242
194,[2.5600000000000015e-09],0.21721918317708214,0.24950802611197279,0.7750393008925224
195,[2.5600000000000015e-09],0.21309087298335525,0.2353651336307734,0.7875112441719555
196,[2.5600000000000015e-09],0.2127576694132356,0.23738138564948827,0.7879675053507904
197,[2.5600000000000015e-09],0.20902506526408468,0.24431051517444882,0.7796177219171994
198,[2.5600000000000015e-09],0.20964889810765397,0.2511559399913569,0.7744655527703749
199,[2.5600000000000015e-09],0.21542093604899037,0.2503103424942559,0.7729381632283737
